"sys_created_on","number","short_description","description","u_error_symptoms","tags"
"2025-02-14 16:53:06","INC41567990","This is to update the TDCP database through PDUT as part of IRIS scheduled maintenance on 02/14 - 02/17.","As part of IRIS scheduled maintenance to update the TDMP banner on users notification.","","?"
"2025-02-14 17:03:03","INC41568493","Need access to IRIS stage & dev env. ( TS01,TS09,TS04). ","Need access to IRIS stage & dev env. ( TS01,TS09,TS04). Need OM super user and SP RPH the INC needs to be assigned to BTG testing group. <Protected Information was moved to secure confidential data field in the incident record>","Need access to IRIS stage & dev env. ( TS01,TS09,TS04). ","User Request"
"2025-02-14 17:06:20","INC41568578","IRIS Home Page Keeps Changing in TS01/TS04 causing automation to fail","In the Iris lower environments TS04 and TS01 the Iris home page is being updated which is causing Iris automation to fail.","","?"
"2025-02-14 17:11:23","INC41568694","IRIS (Integrated Rx Information System) - Launch Issues","Iris is not loading keeps freezing or logging me out","Iris is not loading keeps freezing or logging me out","Launch Issues"
"2025-02-14 17:25:28","INC41569051","IRIS issue creating new accounts","UNABLE TO CREATE NEW ACCT. KEEPS FREEZING","","Latency"
"2025-02-14 17:32:38","INC41569234","IRIS (Integrated Rx Information System) - Unable to Login","Im unable to login to iris","Password incorrect","Password, User Login"
"2025-02-14 17:45:32","INC41569570","Kafka Certificate Renewal"," The kafka client certificate orx-pharmac21aea6026804573a (rg-pharmacy-central-kafka-np-d738692/hcc-dataplatform-certificate-v1/orx-pharmac21aea6026804573a) has been automatically renewed as it is less than 60 days from the expiration. Your new certificate will expire on Sat, 14 Feb 2026 17:45:01 UTC. The new certificate download information has been sent to: gourav_gujral@optum.com, prashant.mangidkar@optum.com, satya.chundru@optum.com, somasekhar_munupally@optum.com, somwmya_surisetti@optum.com. A renewal email and INC will be sent around Mon, 15 Dec 2025 21:45:01 UTC. Please update all uses of this certificate immediately with the newly sent certificate to avoid any expiration resulting in downtime for your application(s). 	","","User Request"
"2025-02-14 18:13:31","INC41570404","Order Validation Exception Holds are applying inappropriately by NDURE Web service ","Order Validation Exception Holds are applying inappropriately for weight and height with following verbiage: “Exception Returned by NDURE Web service while calling INTERACTIONS , Error text : 1-1-Parsing error-clinicalMeasurements.weight” or “Exception Returned by NDURE Web service while calling INTERACTIONS , Error text : 1-1-Parsing error-clinicalMeasurements.height”.  This issue is occurring even though there is a valid weight and height values in the Patient Vitals Form.  This is impacting both Specialty and Home Delivery.  Product entered by customer: IRIS Assign to: MSA ORACLE EBS (RXS) – SPT","","Errors"
"2025-02-14 18:13:49","INC41570414","IRIS (Integrated Rx Information System)-Iris  would not pop","Iris  would not pop  Product entered by customer: ","Iris  would not pop ","?"
"2025-02-14 18:29:33","INC41570855","Selected Issue: IRIS","ORA-00054: resource busy and acquire with NOWAIT specified or timeout expired  -------------------------------------------------------------- FRM-40501: ORACLE error: unable to reserve record for update or delete.","","Latency, User Request, Crash"
"2025-02-14 18:52:43","INC41571090","Run Activate Skill Set Monday 02/17 Evening @10pm cst Purge N","Please Run Activate Skill Set Monday Evening @10pm cst Purge N  CR#6897 -  1. Skill Set: PA BOT - Refresh = Y Exclude: CAG HOLD  Exclude: OPEN MARKET DEX HOLD   2. Skill Set: SPFE SELECT PA BOT - Refresh = Y Exclude: CAG HOLD  Exclude: OPEN MARKET DEX HOLD   CR#7293 - 1. SPFE Quality Check Remove/Delete: PG Hold  2. Faxback BRX Remove/Delete: PG Hold","","Crash"
"2025-02-14 19:06:40","INC41571783","pdq-api-ml-iris-fax-scoring,,https://bmr50330.live.dynatrace.com/#problems/problemdetails;gtf=-2h;gf=all;pid=-341494503372021800_1739559780000V2","Text: pdq-api-ml-iris-fax-scoring,,https://bmr50330.live.dynatrace.com/#problems/problemdetails;gtf=-2h;gf=all;pid=-341494503372021800_1739559780000V2 Severity: Warning Domain: pdq-api-ml-iris-fax-scoring Category: Application Subcategory: PROVIDER ELASTIC SEARCH Application: PROVIDER ELASTIC SEARCH Object: Dynatrace Cloud NonProd Policy: null URL: https://bmr50330.live.dynatrace.com/#problems/problemdetails;gtf=-2h;gf=all;pid=-341494503372021800_1739559780000V2 OM Event ID: 0024131881 Monitoring Event Link: https://interlink.optum.com/nn/dashboard/show/13?tz=UTC&integrationID-eq=0024131881&name=QuickQueryResults&nextAction=show","","Alert"
"2025-02-14 19:20:02","INC41572131","IRIS - pw reset","I am trying to get my IRIS pw","pw reset","Password"
"2025-02-14 19:45:14","INC41572737","IRIS (Integrated Rx Information System) - Password Reset","I just need my IRIS password reset","iris","Password"
"2025-02-14 20:16:17","INC41573485","IRIS (Integrated Rx Information System) - Need access in ts02 for pharmacist profile and security admin role","Need access in ts02 for pharmacist profile and security admin role","Need access in ts02 for pharmacist profile and security admin role","?"
"2025-02-14 20:19:14","INC41573538","OP -IRIS order not closed","OP -IRIS order not closed. Order number 781775355-1 and tracking # 744214438370  Product entered by customer: ","","Order Issue"
"2025-02-14 20:26:13","INC41573703","(OBO) IRIS Access","User is returning from leave. The request to install IRIS is pending . Request #476353417","","User Request"
"2025-02-14 20:37:12","INC41573869","Please update the Propagation program from 5 day look back to 15 day look back ","Please update the Propagation program from 5 day look back to 15 day look back ","","?"
"2025-02-14 20:49:27","INC41574205","TST PIP Consent capture issue","CMS Consent is not recorded appropriately when CSAs are setting up Rx on TST with the drop date (potential defect of US5647128)","","?"
"2025-02-14 21:00:49","INC41573862","Run Activate Skill Set Tuesday Night 02/18 @10pm cst Purge- N","Please Run Activate Skill Set Tuesday Night 02/18 @10pm cst Purge- N  CR#7398 Turn off logic from Request ID: 6850 •	Delete: Proactive Financial Assistance – W/Hold comments: o	PATIENT ASSISTANCE BRX o	SPFE OA Misc  CR#7031 Update requests for Prior Auth in preparation for Cardio-Pulmonary COE launch Skill Set: SS_SELECT_PA_BOT Order Cell Number: PT 502 – Required ANY Order Cell Number: SP 605 – Required ANY  CR#7365 Biosim Sub/Formulary Trans Holds – Run Refresh Skill Sets:  •	ADVOCATE BRX •	PRIOR AUTH BRX •	SPFE SELECT CCH BOT •	SPFE UNIQUE PAYOR EXCLUDE Holds:  •	BIOSIMILAR SUBSTITUTION •	FORMULARY TRANSITIONS MANAGEMENT ","","Order Issue, Alert, User Request"
"2025-02-14 21:01:08","INC41574492","Need additional info to see how 2 prescriptions were presented to users in PVSE","Need additional info to see how 2 prescriptions were presented to users in PVSE","","?"
"2025-02-14 21:06:40","INC41574661","pdq-api-ml-iris-fax-scoring,,https://bmr50330.live.dynatrace.com/#problems/problemdetails;gtf=-2h;gf=all;pid=7855611844458204102_1739566980000V2","Text: pdq-api-ml-iris-fax-scoring,,https://bmr50330.live.dynatrace.com/#problems/problemdetails;gtf=-2h;gf=all;pid=7855611844458204102_1739566980000V2 Severity: Warning Domain: pdq-api-ml-iris-fax-scoring Category: Application Subcategory: PROVIDER ELASTIC SEARCH Application: PROVIDER ELASTIC SEARCH Object: Dynatrace Cloud NonProd Policy: null URL: https://bmr50330.live.dynatrace.com/#problems/problemdetails;gtf=-2h;gf=all;pid=7855611844458204102_1739566980000V2 OM Event ID: 0024140821 Monitoring Event Link: https://interlink.optum.com/nn/dashboard/show/13?tz=UTC&integrationID-eq=0024140821&name=QuickQueryResults&nextAction=show","","Alert, Errors, User Request"
"2025-02-14 21:25:03","INC41574754","Run Activate Skill Set Wednesday night 02/19 @10pm cst Purge - N","Please Run Activate Skill Set Wednesday night 02/19 @10pm cst Purge - N  CR#6881 Route Reject 76 Orders to the DEX BOT to be Worked by Automation 1.	Skill Set: SPFE DEX BOT •	Holds – w/Hold comments:  76 - PLAN LIMITATIONS EXCEEDED •	DEX HOLD – Required ANY •	REFILL DEX HOLD – Required ANY •	CLAIM REJECT HOLD – Required ANY 2.	Skill Set: DEX BRX – Run Refresh •	EXCLUDE Holds – w/Hold comments:  76 - PLAN LIMITATIONS EXCEEDED •	DEX HOLD – Required ANY •	REFILL DEX HOLD – Required ANY •	CLAIM REJECT HOLD – Required ANY   ","","Alert, User Request"
"2025-02-14 22:12:11","INC41575907","IRIS - populating with error messages and boots me out something about application error,","IRIS populating with error messages and boots me out something about application error, this started today after an unexpected random update. Can provide screen shots. In addition im clicking and not getting a response as well as (not important or urgent)-- snipping tool will not allow me to copy things that I have used the highlighter one","","Errors, Image Viewer"
"2025-02-14 22:31:58","INC41576200","IRIS (Integrated Rx Information System) - Account was disabled accidentally and needed a temporary password to regain access","I was calling I need my password for iris, account is disabled for accident ","Account was disabled accidentally and needed a temporary password to regain access","Password"
"2025-02-15 00:04:41","INC41576937","Unable to open IRIS app, saying password is incorrect","Unable to open IRIS app, saying password is incorrect","","Password"
"2025-02-15 04:44:36","INC41577925","TS01 Transactions not showing up in OCD table"," Clark, Karen M Hi - we are testing in TS01 for Imaging......can you check to see if SOA is running Guan, Yue Do you need to restart the batches if we are using the old batches? Guan, Yue We do have already some batches but data is not flowing to IRIS when indexed  Batches Used # 35027051 35027052  Can you please restart these, we already indexed and need that data into IRIS   Clark, Karen M added Her, Chiatcha to the chat. Bilagunda Lakkanna, Prema Yesterday 1:05 PM Can you please work on these 2 batches 35021224 35021118   Nalaballa, Lavanya Batches Used # 35027051 35027052  Bilagunda Lakkanna, Prema Yesterday 1:05 PM  these 2 are very old batches,we are unable to retrigger it We have placed new batches and can be worked on these as well 35037052 and 35037051  33037380 and 33037382  Hey Prema, I have retested using the NEW Batch#35037051, but I am still unable to see the transactions on the Payment OCD Table (Total of 5 transactions were made for Account#'s 437736139, 462430744,and 474690408)   I could see the record in OCD_Table. but the Retrieval flag is 'A'   ","","User Request, Data Fix, nonsense"
"2025-02-15 04:48:27","INC41577958","LA950 - IRIS login issue","LA950 - IRIS login issue","","User Login"
"2025-02-15 12:56:03","INC41578969","General Troubleshooting -  EACH DAY AT SIGN ON MY WWE AND IRIS TAKES LONGER AND LONGER TO APPEAR AND MAKES ME LATE TO GET STARTED","EACH DAY AT SIGN ON MY WWE AND IRIS TAKES LONGER AND LONGER TO APPEAR AND MAKES ME LATE TO GET STARTED","EACH DAY AT SIGN ON MY WWE AND IRIS TAKES LONGER AND LONGER TO APPEAR AND MAKES ME LATE TO GET STARTED","Latency"
"2025-02-15 14:27:24","INC41579188","IN950-Unable to login iris","IN950-Unable to login iris","","User Login"
"2025-02-15 15:05:16","INC41579308","UnitedHealthcare Mobile -  showing the wrong zip code and every time she changes into the correct location and search again for another drug price","Issue description: Member wants to check the drug pricing of her medication at the pharmacy on her area which is TUPELO, MS, 38801 using the United HealthCare app, but it is showing the wrong zip code and every time she changes into the correct location and search again for another drug price it comes back on the wrong address which is Water Valley, MS 38965. Priority 1 Plan Member Enrolled: AARP Medicare Advantage Giveback from UHC MS-4 (PPO) Device Type: mobile phone (android) Browser Type and Version: UHC mobile app Date and Time of Issue: 02/15/2025 Interaction ID from Maestro (I- 999999999): I-470124594 Permission granted to leave a detailed voicemail if needed: Yes Assignment notes: (Select one of the following) Website issues: Please assign to work group:  Mobile App Issues: Please assign to work group: unitedhealthcare mobile – spt.  Product entered by customer: medicare.uhc.com","  showing the wrong zip code and every time she changes into the correct location and search again for another drug price","Alert, User Request"
